Date,Time,Filename,temp,Depth,Lat,Lon
"Friday, 9 November 2018",10:50:21 am,G0015967.JPG,14.69,2.527650215,-41.12313637,174.2457695
"Friday, 9 November 2018",10:50:32 am,G0025997.JPG,14.97,3.311532376,-41.12310243,174.2457542
"Friday, 9 November 2018",10:51:16 am,G0036027.JPG,14.74,2.667664387,-41.12312012,174.2458945
"Friday, 9 November 2018",10:51:33 am,G0046057.JPG,14.7,4.075694231,-41.12312917,174.2459128
"Friday, 9 November 2018",10:52:01 am,G0056087.JPG,14.54,3.133063607,-41.12314875,174.2458344
"Friday, 9 November 2018",10:52:18 am,G0066117.JPG,14.47,4.182183884,-41.12319618,174.2457956
"Friday, 9 November 2018",10:52:32 am,G0076147.JPG,14.52,4.76787697,-41.12321333,174.2458205
"Friday, 9 November 2018",10:53:05 am,G0086177.JPG,14.33,8.802651567,-41.12326222,174.245905
"Friday, 9 November 2018",10:53:42 am,G0096207.JPG,13.98,6.655110249,-41.12325587,174.2458247
"Friday, 9 November 2018",10:54:14 am,G0116267.JPG,14.3,5.632612386,-41.12322117,174.2457386
"Friday, 9 November 2018",10:54:38 am,G0126297.JPG,14.27,3.92088983,-41.12320625,174.2457426
"Friday, 9 November 2018",10:55:10 am,G0136327.JPG,14.02,3.511693481,-41.12316718,174.2457165
"Friday, 9 November 2018",10:55:29 am,G0146357.JPG,14.22,2.67949657,-41.1231561,174.2456536
"Friday, 9 November 2018",10:55:54 am,G0156387.JPG,14.1,2.442852899,-41.12308462,174.2457318
"Friday, 9 November 2018",10:56:09 am,G0166417.JPG,13.78,1.989285862,-41.12304167,174.2457351
"Friday, 9 November 2018",10:57:25 am,G0176447.JPG,14.24,2.67752454,-41.1230732,174.2455916
"Friday, 9 November 2018",11:03:43 am,G0186477.JPG,14.66,3.600434858,-41.12444522,174.2444098
"Friday, 9 November 2018",11:04:14 am,G0196507.JPG,14.55,3.197154602,-41.1245124,174.2444075
"Friday, 9 November 2018",11:04:41 am,G0206537.JPG,14.48,3.172504219,-41.12444032,174.2444058
"Friday, 9 November 2018",11:05:00 am,G0216567.JPG,14.48,2.723867259,-41.12446282,174.2444054
"Friday, 9 November 2018",11:05:27 am,G0226597.JPG,14.37,1.872936057,-41.12448715,174.2443766
"Friday, 9 November 2018",11:07:04 am,G0236627.JPG,14.15,6.372123859,-41.1246041,174.2444621
"Friday, 9 November 2018",11:07:17 am,G0246657.JPG,14.24,7.18953054,-41.1246316,174.2444359
"Friday, 9 November 2018",11:07:29 am,G0256687.JPG,14.22,7.372929386,-41.12463557,174.2444289
"Friday, 9 November 2018",11:07:45 am,G0266717.JPG,14.13,8.31753204,-41.12462223,174.2444636
"Friday, 9 November 2018",11:22:36 am,G0276747.JPG,15,1.896600424,-41.12568607,174.2421815
"Friday, 9 November 2018",11:23:10 am,G0286777.JPG,14.5,2.28114639,-41.12568067,174.2421375
"Friday, 9 November 2018",11:23:36 am,G0296807.JPG,14.77,2.319600987,-41.12567225,174.2421245
"Friday, 9 November 2018",11:25:37 am,G0306837.JPG,14.4,3.300686208,-41.12589267,174.2423944
"Friday, 9 November 2018",11:25:49 am,G0316867.JPG,14.27,3.280965902,-41.1259063,174.2424107
"Friday, 9 November 2018",11:26:10 am,G0326897.JPG,14.1,3.616211103,-41.1259286,174.2423769
"Friday, 9 November 2018",11:26:21 am,G0336927.JPG,13.99,4.093442507,-41.12596158,174.2423644
"Friday, 9 November 2018",11:27:02 am,G0346957.JPG,14.25,6.876963691,-41.1260389,174.2424271
"Friday, 9 November 2018",11:27:13 am,G0356987.JPG,14.04,7.061348552,-41.12603132,174.2424296
"Friday, 9 November 2018",11:27:25 am,G0367017.JPG,14.24,6.895697982,-41.12603498,174.2424215
"Friday, 9 November 2018",11:27:49 am,G0377047.JPG,13.87,6.377053935,-41.12605835,174.2424529
"Friday, 9 November 2018",11:28:04 am,G0387077.JPG,14.14,7.698314434,-41.12605685,174.2424924
"Friday, 9 November 2018",11:28:17 am,G0397107.JPG,14.08,7.459698732,-41.12609232,174.2425358
